GeneSymbol	A21_05_C3_P5_299466	A21_05_C3_P5_481136	A21_05_C3_P5_652329	A21_05_C3_P5_494412	A21_05_C3_P5_856756	A21_05_C3_P5_678766	A21_05_C3_P5_757592	A21_05_C3_P5_848919	A21_05_C3_P5_634645	A21_05_C3_P5_255703	A21_05_C3_P5_440336	A21_05_C3_P5_371750	A21_05_C3_P5_759161
KRT18	0.000	2.069	0.000	0.000	0.000	0.699	0.000	0.000	0.000	0.446	0.000	0.000	0.000
KRT19	0.000	1.091	0.000	0.377	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
KRT7	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
KRT8	0.000	0.285	0.000	0.000	0.413	0.699	0.000	0.000	0.000	0.000	0.000	0.000	0.000
KRTAP2-3	0.000	0.687	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
KYNU	0.000	0.000	0.000	0.000	0.000	0.000	0.406	0.000	0.000	0.000	0.771	0.000	0.000
L1TD1	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
LAG3	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
LAMA5	0.000	0.000	0.000	0.000	0.413	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
LAMC3	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
LBH	0.000	0.285	0.000	0.000	0.000	0.000	0.406	0.000	0.439	0.000	0.458	0.763	0.000
LBR	0.000	0.000	0.858	0.377	0.000	0.000	0.406	0.931	0.976	0.000	1.009	0.763	1.886
LCE2A	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
LDHA	2.292	2.628	2.053	2.861	2.217	2.313	2.254	2.324	2.487	1.972	2.623	3.046	2.135
LDLR	0.276	0.000	0.858	0.377	0.930	0.409	0.406	0.413	0.000	1.338	0.000	0.763	0.808
LEF1	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
LFNG	0.492	0.000	0.000	0.000	0.705	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
LGALS9	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
LGMN	0.276	0.285	1.034	1.041	0.413	0.699	0.694	0.413	0.000	0.446	0.458	0.763	1.249
LGR4	0.000	0.000	0.373	0.000	0.000	0.000	0.000	0.000	0.000	0.446	0.000	0.000	0.000
LIG1	0.000	0.000	0.000	0.000	0.000	0.000	0.406	0.000	0.000	0.446	0.458	0.000	0.483
LIMA1	1.695	1.600	1.624	1.633	1.522	1.618	1.506	2.419	2.285	1.972	1.623	2.260	1.677
LIMCH1	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
LIN9	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.413	0.000	0.000	0.000	0.000	0.000
LINC00517	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.446	0.000	0.000	0.000
LINC00968	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
LINC01133	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
LINC01220	0.000	0.974	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
LINC01305	0.000	0.285	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
LINC01366	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
LINC01503	0.000	0.285	0.000	0.000	0.000	0.000	0.406	0.413	0.000	0.000	0.000	0.000	0.000
LINC01705	0.000	0.506	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
LINC01829	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
LINC01929	0.000	0.285	0.000	0.000	0.000	0.409	0.000	0.000	0.000	0.000	0.000	0.000	0.000
LINC02256	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
LINC02266	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
LINC02458	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
LINC02489	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
LINC02544	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
LINC02795	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
LIPC	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
LIPG	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
LMCD1	1.351	1.531	0.373	0.377	1.114	0.409	0.918	1.270	0.743	0.446	1.009	0.453	0.000
LMNB1	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
LMNB2	0.000	0.000	0.000	0.000	0.000	0.699	0.406	0.413	0.000	0.000	0.000	0.453	0.000
LMO4	1.171	0.841	1.624	1.321	0.000	0.000	1.255	0.705	1.165	0.446	0.771	0.453	0.483
LMO7	0.820	1.091	0.858	1.190	0.413	0.409	0.406	0.931	0.439	2.183	1.731	1.000	0.808
LMOD1	0.492	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
LONRF2	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
LOX	2.882	2.652	1.183	2.445	2.272	2.751	1.100	2.036	1.786	1.476	2.000	1.611	1.554
LOXL1	0.820	0.285	1.034	0.377	0.000	0.923	0.000	0.413	0.976	0.754	0.000	0.453	0.000
LOXL2	1.635	1.665	1.531	1.939	1.891	2.453	0.918	1.114	0.976	0.754	1.009	0.763	1.249
LOXL4	0.492	0.000	0.000	2.272	0.413	0.699	0.000	0.000	0.000	1.338	0.458	0.000	0.000
LPXN	0.000	0.285	0.373	1.321	0.413	0.699	0.406	0.000	0.439	0.000	0.771	0.453	0.000
LRATD1	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.453	0.000
LRRC15	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.439	0.000	0.000	0.000	0.000
LRRC17	1.695	1.196	1.624	0.377	1.723	0.923	0.694	0.000	0.743	0.989	0.000	0.763	1.554
LRRC4	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
LRRC59	1.430	0.974	1.034	0.864	1.403	1.513	1.255	0.931	0.976	1.338	1.623	1.489	1.052
LRRIQ1	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
LRRN3	0.000	0.000	0.000	0.650	0.413	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
LRRN4CL	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
LRRTM2	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
LSAMP	0.000	0.000	0.000	0.000	0.413	0.000	0.000	0.000	0.000	0.000	0.458	0.000	0.000
LSM5	0.492	0.285	0.373	0.650	0.000	1.513	0.694	0.413	0.439	0.000	0.771	0.453	1.052
LSP1	0.000	0.000	0.000	0.377	0.705	0.000	0.000	0.000	0.000	0.446	0.458	0.000	0.000
LTK	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
LUM	2.685	2.027	2.163	2.779	2.729	2.261	1.707	2.795	1.955	3.312	2.273	2.801	2.686
LURAP1L	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.446	0.000	0.000	0.000
LXN	0.276	0.506	0.000	0.000	0.413	0.000	0.000	0.413	0.000	0.446	0.771	0.453	0.000
LYAR	0.000	0.506	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
LYPD1	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.439	0.000	0.000	0.000	0.000
LYPLAL1-AS1	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
MAB21L1	0.000	0.000	0.000	0.000	0.413	0.000	0.000	0.000	0.976	0.446	0.000	0.000	0.483
MACC1	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
MAD2L1	0.000	0.000	0.373	0.377	0.000	0.409	0.000	0.000	0.439	0.000	0.000	0.000	0.000
MAF	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.763	0.000
MAFB	0.276	0.000	0.373	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.458	0.000	0.000
MAGEL2	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
MALAT1	3.978	3.390	2.214	1.871	3.280	1.714	3.298	3.564	3.038	2.635	2.580	3.125	2.727
MALINC1	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
MALL	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
MAMLD1	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
MAN1C1	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
MANF	0.276	0.687	0.373	0.650	0.413	0.000	0.918	0.413	0.439	0.754	0.000	0.453	0.808
MAP1B	1.067	1.091	1.313	1.190	2.099	1.881	1.794	1.724	2.030	1.338	1.362	1.351	1.886
MAP2	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
MAP3K21	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
MAP3K5	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
MAP7D3	0.492	0.000	1.929	0.000	0.413	0.923	0.694	0.413	0.976	0.446	1.362	0.453	1.413
MARCKS	2.413	2.474	2.394	2.272	2.939	3.031	2.567	2.940	2.532	2.409	2.882	3.197	2.912
MARCKSL1	0.000	0.000	0.645	1.190	0.000	0.000	0.406	0.000	0.743	0.754	1.009	0.000	0.808
MARK1	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
MASP1	0.000	0.000	0.000	0.000	0.000	0.000	0.406	0.000	0.000	0.000	0.000	0.453	0.000
MASTL	0.000	0.285	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
MATN2	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
MBOAT2	0.951	1.378	0.645	1.041	0.413	1.106	0.406	0.413	0.743	0.989	1.201	1.000	0.483
MBP	0.000	0.000	0.000	0.650	0.000	0.699	0.000	0.000	1.165	0.000	0.000	0.000	0.483
MCAM	0.000	0.000	0.000	0.000	0.000	0.000	0.406	0.000	0.000	0.000	0.000	0.763	0.483
MCM10	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
MCM2	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.458	0.000	0.000
MCM3	0.000	0.000	0.000	0.000	0.000	0.409	0.000	0.000	0.000	0.000	0.000	0.000	0.000
MCM4	0.276	0.000	0.000	0.650	0.000	0.409	0.406	0.000	0.000	0.000	0.000	0.000	0.000
MCM5	0.000	0.000	0.373	0.377	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.453	0.000
MCM6	0.276	0.000	0.000	0.000	0.000	0.000	0.000	0.413	0.439	0.000	0.771	0.000	0.483
MCM7	0.000	0.000	0.000	0.000	0.000	0.409	0.000	0.000	0.000	0.000	0.000	0.000	0.000
MCM8	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
MDK	0.000	0.285	0.373	0.864	0.000	0.000	0.406	0.705	0.000	1.179	0.458	0.000	0.483
MDM2	0.276	0.506	0.000	0.650	0.000	0.699	0.000	0.705	0.439	0.000	0.000	0.453	0.000
MEDAG	0.492	0.285	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
MEF2C	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.439	0.000	0.000	0.453	0.000
MEG3	0.670	0.506	0.373	0.650	1.114	0.699	0.406	0.413	0.439	0.000	1.009	0.000	0.483
MELK	0.276	0.000	0.000	0.000	0.000	0.000	0.000	0.413	0.000	0.000	0.458	0.000	0.000
MEOX2	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
MEST	1.571	0.000	0.000	0.000	0.000	0.409	0.000	0.000	0.000	0.000	0.000	0.000	0.000
MET	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.483
MEX3A	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
MFAP4	1.503	0.000	2.053	0.377	2.099	1.956	0.918	1.523	1.874	0.754	1.362	1.719	1.249
MFAP5	2.495	1.782	0.373	1.436	1.269	1.261	0.694	1.404	0.000	0.000	0.458	1.191	0.808
MFGE8	0.492	0.841	0.000	0.650	0.705	0.699	0.000	0.413	0.000	0.000	0.000	0.000	0.000
MGLL	0.276	0.285	0.000	1.041	0.000	0.000	0.694	0.705	0.000	0.000	0.771	0.000	0.000
MGP	0.276	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
MIAT	0.276	0.000	0.000	0.000	0.413	0.000	0.000	0.000	0.439	0.000	0.000	0.453	0.483
MICAL2	1.351	1.457	0.858	1.719	0.930	1.618	1.506	0.931	0.976	0.446	1.201	1.000	1.413
MIR1244-2	1.503	0.687	1.428	0.864	1.522	0.923	1.100	0.705	1.786	1.705	1.501	1.191	1.413
MIR34AHG	0.000	0.285	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
MIR503HG	1.430	0.506	0.858	0.864	0.413	1.801	1.100	0.931	0.439	0.000	0.458	1.000	1.249
MIS18A	0.000	0.285	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.446	0.000	0.000	0.483
MIS18BP1	0.276	0.285	0.645	0.000	0.413	0.699	0.694	0.000	0.439	0.754	1.009	0.000	0.000
MIXL1	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
MKI67	0.000	0.000	0.000	0.000	0.000	0.923	0.000	0.000	0.000	0.000	0.000	0.000	0.000
MLLT11	0.276	0.285	0.000	0.000	0.705	0.000	0.406	0.931	0.000	0.446	0.458	0.453	0.483
MME	0.951	1.531	2.262	2.003	2.035	0.409	2.017	2.587	2.100	2.048	2.146	2.425	1.976
MMP1	0.000	0.506	2.308	0.377	0.930	0.409	1.100	1.270	1.874	0.446	1.009	0.763	0.808
MMP11	0.000	0.000	0.000	0.377	0.000	0.000	0.406	0.000	0.000	0.000	0.000	0.000	0.000
MMP12	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
MMP14	0.670	1.600	1.710	1.939	1.403	0.699	1.100	1.114	1.461	1.705	1.201	0.763	1.052
MMP16	0.000	0.000	0.373	0.000	0.000	0.000	0.000	0.413	0.439	0.754	0.458	0.000	0.483
MMP2	2.788	2.502	2.710	2.318	2.939	2.685	1.707	2.856	2.926	3.083	2.076	2.373	2.686
MMP3	0.000	0.000	1.313	0.377	0.413	0.409	0.694	0.000	0.000	0.000	0.000	0.000	0.483
MMP9	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.754	0.000	0.000	0.000
MMS22L	0.276	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.458	0.000	0.000
MN1	0.670	0.000	0.000	0.000	0.000	0.409	0.000	0.000	0.000	0.000	0.000	0.000	0.000
MND1	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
MNS1	0.492	0.000	0.373	0.000	0.000	0.000	0.000	0.000	0.439	0.446	0.000	0.000	0.000
MOXD1	1.171	0.285	1.034	0.000	1.269	0.699	0.000	0.931	1.324	0.446	1.009	1.611	0.000
MROH8	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
MRPS6	1.265	0.285	0.645	0.650	0.705	0.000	0.000	0.413	0.000	0.754	0.771	1.000	0.808
MRTO4	0.276	0.000	0.373	0.000	0.413	0.000	0.406	0.000	0.000	0.754	0.000	0.000	0.000
MRVI1	0.276	0.000	0.000	0.650	0.413	0.000	0.000	0.000	0.000	0.000	0.000	0.453	0.000
MSMO1	0.670	0.506	0.645	0.377	0.000	0.409	0.694	0.413	0.439	0.989	0.458	0.000	1.554
MSX1	0.276	0.285	0.645	0.377	0.413	0.000	1.100	0.705	0.439	0.754	0.458	0.000	0.483
MT-RNR1	3.789	3.515	2.710	3.538	3.261	3.146	3.094	2.967	2.532	3.056	2.273	2.199	2.597
MT1A	0.000	0.000	0.000	0.377	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.453	0.483
MT1E	0.000	0.506	0.858	0.000	0.413	0.409	0.918	0.413	0.743	1.179	0.771	0.763	0.000
MT1L	0.492	0.000	0.645	0.650	0.000	0.409	0.406	0.000	0.743	0.989	0.771	0.453	0.483
MT2A	0.276	1.196	1.313	2.318	0.413	1.261	0.918	0.000	2.285	1.338	2.076	1.191	1.052
MTCO1P29	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
MTFR2	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
MTHFD1	0.276	0.285	0.000	0.377	0.000	0.409	0.000	0.000	0.000	0.754	0.000	0.453	0.000
MTHFD2	0.000	0.506	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
MTUS1	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.458	0.000	0.483
MUC20	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
MX1	0.000	0.000	0.000	0.000	0.000	0.409	0.694	0.000	0.000	0.000	0.000	0.453	0.000
MX2	0.000	0.000	0.373	0.000	0.000	0.000	0.694	0.000	0.000	0.000	0.000	1.191	0.000
MXD3	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
MXRA5	0.492	0.000	0.000	0.000	0.413	1.106	0.000	1.523	1.689	0.754	0.000	1.489	0.808
MYADM	0.492	1.091	0.000	0.650	0.000	0.409	0.694	0.705	0.743	0.000	1.201	1.191	1.249
MYBL1	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
MYBL2	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
MYC	0.276	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
MYL9	2.595	2.417	1.428	2.521	1.965	2.089	0.406	1.523	1.165	1.597	1.501	1.000	1.052
MYLK	0.276	0.687	0.645	0.864	0.000	0.409	0.918	0.705	0.976	0.989	1.201	1.000	0.483
MYLPF	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
MYO10	0.000	0.000	0.645	0.377	0.000	0.409	0.406	0.413	0.439	0.000	0.000	0.000	0.483
MYO1B	0.951	1.457	0.000	1.798	0.930	0.923	1.255	2.036	2.100	2.118	1.623	0.763	1.249
MYO1D	0.492	0.285	0.000	0.377	0.000	0.000	0.000	0.413	0.743	0.000	0.000	0.453	0.483
MZT1	0.000	0.285	0.373	0.864	0.413	0.000	0.406	0.000	0.000	0.000	0.458	0.000	0.000
N4BP2	0.276	0.506	0.000	0.000	0.413	0.000	0.000	0.413	0.743	0.000	0.458	0.763	0.483
NAA15	0.276	0.000	0.373	0.650	0.413	0.000	0.406	0.000	0.000	0.000	0.000	0.453	0.000
NABP1	0.000	0.687	1.624	0.650	0.413	0.923	1.506	0.705	1.461	1.338	1.731	1.000	0.483
NAMPT	0.000	0.000	0.000	0.377	0.705	0.000	0.000	0.000	0.439	0.000	0.000	0.000	0.483
NAP1L3	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
NASP	0.492	0.000	0.000	0.377	0.705	0.699	1.255	0.931	0.439	0.446	0.000	0.453	0.000
NAT2	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
NAV1	0.000	0.687	0.000	0.864	1.114	1.513	0.406	0.000	0.743	0.000	0.771	0.453	0.483
NAV2	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.771	0.000	0.000
NBL1	0.276	0.506	0.000	0.377	0.000	0.699	0.406	0.413	1.165	0.446	0.000	0.763	0.483
NCAM1	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
NCAM2	0.276	0.285	0.000	0.000	0.000	0.000	0.000	0.000	0.439	0.000	0.000	0.000	0.000
NCAPD2	0.276	0.000	0.000	0.000	0.413	0.699	0.694	0.000	0.000	0.000	0.000	0.000	0.000
NCAPD3	0.000	0.000	0.000	0.000	0.000	0.000	0.406	0.000	0.000	0.000	0.000	0.000	0.000
NCAPG	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
NCAPG2	0.000	0.285	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
NCAPGP1	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
NCAPH	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
NCKAP5	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
NCL	1.067	1.725	1.624	1.436	1.628	1.618	1.100	1.724	2.285	1.338	1.501	1.351	2.059
NDC1	0.276	0.285	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
NDC80	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
NDN	0.951	0.687	0.000	1.041	0.000	0.699	0.000	0.705	0.439	0.989	0.000	0.000	0.808
NDNF	0.000	0.000	0.000	0.000	0.000	0.000	0.694	0.413	0.439	0.446	0.458	1.191	0.000
NDUFA4L2	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
NDUFAB1	1.351	1.196	0.373	0.000	0.000	1.395	0.694	0.705	1.165	0.000	0.458	0.000	0.483
NEAT1	1.951	1.725	1.034	1.321	1.403	0.923	1.255	2.696	1.689	0.000	0.000	1.906	0.808
NEB	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
NEBL	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
NECTIN4	0.276	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
NEDD1	0.000	0.841	0.000	0.000	0.000	0.000	0.406	0.931	0.000	0.446	0.458	0.453	0.483
NEDD9	0.000	0.506	0.000	0.000	0.000	0.000	0.000	0.413	0.000	0.000	0.000	0.000	0.000
NEFH	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.458	0.000	0.000
NEFL	0.276	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.754	0.000	0.000	0.000
NEFM	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.446	0.000	0.000	0.000
NEGR1	0.670	0.285	0.000	0.000	0.000	0.000	0.406	0.413	0.439	0.446	0.000	0.000	0.483
NEIL1	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
NEIL3	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
NEK2	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
NEK7	0.670	1.091	0.000	1.041	0.705	0.699	0.406	0.000	0.743	0.754	0.458	0.763	0.808
NES	0.000	1.091	0.645	0.000	0.000	0.923	1.388	0.413	0.439	0.446	0.458	0.000	0.483
NET1	0.670	0.506	0.000	0.864	0.000	0.923	0.000	0.000	0.743	0.446	0.458	0.000	0.000
NETO1	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.413	0.000	0.000	0.000	0.000	0.000
NETO2	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.446	0.000	0.000	0.000
NEURL1B	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
NEXN	1.067	0.687	1.624	1.190	1.114	1.395	1.255	1.270	1.689	1.338	1.362	1.817	1.249
NFATC2	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
NFIB	0.276	0.000	0.858	0.000	0.413	0.699	0.406	0.413	1.165	0.446	0.000	0.000	0.808
NFKBIA	0.000	0.000	0.000	0.377	0.413	1.106	0.000	0.000	0.000	0.000	0.458	0.000	0.483
NFKBIZ	0.276	0.285	0.373	0.000	0.000	0.000	0.000	1.404	0.000	0.000	0.771	0.453	0.808
NGEF	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
NGF	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
NGFR	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
NIBAN1	0.000	0.000	0.000	0.000	0.000	0.409	0.000	0.000	0.000	0.000	1.009	0.000	0.000
NIFK	0.276	0.506	0.645	0.377	0.930	0.699	0.918	0.705	0.439	0.754	0.458	0.000	0.483
NKD2	0.000	0.000	0.000	0.377	0.000	0.000	0.000	0.413	0.976	0.000	0.458	0.000	0.483
NKX3-2	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.413	0.000	0.000	0.000	0.000	0.000
NLGN1	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
NLN	0.000	0.506	0.373	0.864	1.114	0.000	0.000	0.413	0.743	0.754	0.000	0.000	0.000
NLRP2	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
NME1	1.752	1.665	1.624	1.871	1.114	1.513	1.612	0.705	1.955	0.446	1.009	1.000	1.249
